ID;Apraksts;Vietas tips;Balsu skaits;Atrašanās vieta;RDSD atbildes statuss
1119;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);9;56.962830151864424, 24.135530591011047;Nav
2075;"nogriežoties no krasta ielas daži ipa&scaron;i agresīvi mēģina izbraukt ar 70km/h un sava planpratiba nemaz neiedomajas par gajēju celiņu.Arī carwash tuvuma savus ķīmiju aerosolu veida nesīs virsū garambraucejiem īpā&scaron;i ja vejs no dienvidaustrumiem.";Cits;9;56.936025427197194, 24.13584709167481;Nav
4518;"Vienā pusē nobrauktuve ir stāvo&scaron;anas ma&scaron;īnas durvīs un pretējā pusē pie pa&scaron;as ielas.... ????";Šaurība, nepārredzamība;9;56.91989513022762, 24.08842035569251;Nav
576;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);9;56.95401732173107, 24.1473001241684;Nav
321;"Barona ielā pirms Matīsa ielas sliedes pavirzās uz labo pusi, tādēļ autovadītāji &quot;nospiež&quot; velosipēdistus no brauktuves. Nepiecie&scaron;ams ierobežot autosatiksmi &scaron;ajā pusē un virzienā, lai samazinātu CSNg risku.";Cits;9;56.955889454662504, 24.13581490516663;Nav
3400;Augstas apmales un trūkst ietve vispār!;Segums (bedres, augstas apmales);9;56.95429229714675, 24.208856821060184;Nav
4663;"Nobraucot no Akmens tilta Pārdaugavas pusē nav paredzēts, ka gājējs vai velobraucējs varētu turpināt ceļu pa Kuģu ielu uz Trijādības ielas, jo gājēju ceļ&scaron; turpinās zem tilta Mūkusalas ielas virzienā ";Cits;9;56.94295714333206, 24.096264839390642;Nav
1122;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);9;56.97634807630887, 24.139484167099003;Nav
4320;"Perfekti noasfaltēta iela kur pārvietojas milzīgs skaits velo savienojas ar velosipēdu ceļu. &Scaron;ajā īsajā posmā (~20m) vecs, grubuļains asfalts.";Segums (bedres, augstas apmales);9;56.97159977346497, 23.813287867832305;Nav
2538;Zem dzelzceļa ir izveidots tunelis, kas ir labi, bet tam ir kāpnes, kas ir slikti. Ierosinu izveidot lēzenas nobrauktuves kāpņu vietā!;Cits;9;57.00032498100367, 24.126931428909305;Nav
502;"Nepiecie&scaron;ams nolīdzināt ietves apmali visā ietves platumā, nevis tikai 80cm platumā, kur nevar samainīties divi cilvēki...";Segums (bedres, augstas apmales);9;56.96419006116285, 24.151135683059696;Nav
3113;10 cm augstas apmales pie iebrauktuves skolas pagalmā;Segums (bedres, augstas apmales);9;56.94101803136607, 24.07259523868561;Nav
554;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);9;56.963248365815225, 24.13694143295288;Nav
3914;"Izbraukt cauri pieturai nav iespējams, stāv cilvēki, stabs ar sarakstu plāksnēm, miskaste. Visi apbrauc aiz pieturas. Būtu labi tur papla&scaron;ināt ietvi.";Cits;9;56.96796245293129, 24.195070266723636;Nav
2532;Segums ziemā ļoti kritiskā stāvoklī, visas plaisas atverās. Veloceļam ir 11 gadi, būtu laiks nomainīt asfaltu...;Segums (bedres, augstas apmales);9;56.9848662637421, 24.207129478454593;Nav
4448;"No Daugavgrīvas ielas un Buļļu ielas sazarojuma līdz krustojumam ar Dagmāras ielu ir ļoti &scaron;auras ietves, kas riteņbraucējiem jādala ar gājējiem, jo ma&scaron;īnu brauktuve arī ir &scaron;aura, pa to pārvietojas arī sabiedriskais transports. Segums uz gājēju ietves ir bīstami nelīdzens";Šaurība, nepārredzamība;9;56.958922695435234, 24.069274663925174;Nav
543;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. (pa ietves turpinājumu asfalta daļā)";Segums (bedres, augstas apmales);9;56.95361655605629, 24.14632380008698;Nav
2080;"&scaron;ķersot &scaron;o pāreju ir riteņa lauz&scaron;ana, vietam lai samainītos pretimbrauco&scaron;ajam ir jastav uz sliedem lai samainītos.";Segums (bedres, augstas apmales);9;56.937722870539794, 24.16440725326538;Nav
1477;"Augstas apmales ietvei pie Salaspils un Ru&scaron;onu ielu krustojuma";Segums (bedres, augstas apmales);9;56.917612353155604, 24.186734486447683;Nav
594;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);9;56.94705742813654, 24.14120078086853;Nav
1634;"Vieta, kur savienojas dažādi ietves segumi, veidojas stāva mala, kas vēl vairāk apgrūtina jau tā &scaron;auro un aso līkumu izbraukt. Dažādie ietves segumi būtu jānolīdzina vienā līmenī.";Segums (bedres, augstas apmales);9;56.93233271239606, 24.14640947885346;Nav
483;"Nepiecie&scaron;ams ar stabiņu un atduru palīdzību izveidot līdzenu pagaidu ietvi blakus apaļbruģim, kur&scaron; ir absolūti nepieejams cilvēkiem ratiņkrēslos! ";Segums (bedres, augstas apmales);9;56.97283090556558, 24.14253652095795;Nav
597;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);9;56.94834476995304, 24.144671559333805;Nav
583;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);9;56.95845470910799, 24.140492677688602;Nav
3923;Neskaidri augstas apmales, ierakti stabiņi nobrauktuvēs;Segums (bedres, augstas apmales);9;56.96675474426743, 24.16617214679718;Nav
2894;"Pāri sliedēm ietve nez kāpēc kļūst par savdabīgu mākslas objektu, kas nav sevi&scaron;ķi piemērots jebkāda veida riteņu transportam. ";Segums (bedres, augstas apmales);9;56.969854353655776, 24.072949290275577;Nav
1005;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);9;56.94247530093605, 24.11610066890717;Nav
1006;"Veloceliņ&scaron; beidzas ar strupceļu. Nevar tikt pāri Dzelzavas ielai, lai turpinātu ceļu pa Lielavārdes ielas gājēju ietvi. Ja ierēdņi saka, lai izmanto ielu, tad iesaku viņiem pa&scaron;iem kaut vai nedeļu pabraukāt uz darbu ar velosipēdu, tad pasaule pavērsies citām acīm! :)";Strauji pagriezieni;9;56.95385643091946, 24.20823454856873;Nav
476;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);9;56.96864963045728, 24.135407209396366;Nav
4426;"Veloceļ&scaron; nobīdīts uz trotuāru pret augstu apmali";Segums (bedres, augstas apmales);9;56.97575751888842, 23.853539228439335;Nav
463;Vietalvas ielas labajā pusē virzienā no Centra nav pat ietves, tikai taciņa... ;Segums (bedres, augstas apmales);8;56.947171535229295, 24.155877828598022;Nav
3031;"Kaibalas un Piedrujas krustojumā ir diez gan augstas apmales, tā kā Piedrujas ielas garo taisno ietvi izmanto daudzi velobraucēji, &scaron;ī būtu pateicīga vieta, kur &scaron;īs apmales nolīdzināt. Potenciāli &scaron;ai posmā varētu būt velocel&scaron;, kas savienotu Matīsa ielu ar Akropoli.";Segums (bedres, augstas apmales);8;56.94091268437075, 24.171230792999268;Nav
2896;Izveidot velo/skrejriteņu novietni/nomu ar iespēju iznomāt arī bagažas piekabes.;Cits;8;56.921558905614475, 23.980407714843754;Nav
975;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);8;56.96266052528759, 24.120649695396427;Nav
2354;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);8;56.955146463159586, 24.199571013450623;Nav
2074;"Velo/gajeju celiņam ir loti tuvu carwash no kura ķimijas/ūdens airosols nokļūst uz visiem, kas iet/brauc garām īpa&scaron;i ja pū&scaron; vēj&scaron;. &scaron;ādas vietas ir janosedz vai aŗī tikai slegta tipa.";Cits;8;56.931933685902884, 24.147691726684574;Nav
3532;"Lai nokļūtu pāri ielai vai uz pieturu, jā&scaron;ķērso 20cm augsta apmale";Segums (bedres, augstas apmales);8;56.9426713549457, 24.114282131195072;Nav
486;"Ietve pēk&scaron;ņi pazūd un nav iespējas dro&scaron;i &scaron;ķērsot brauktuvi, lai nokļūtu uz ietvi ielas pretējā pusē. Vai nu jāizbūvē ietve, vai dro&scaron;a gājēju pāreja! ";Cits;8;56.97886807253229, 24.144515991210938;Nav
1067;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);8;56.95784046813493, 24.11426067352295;Nav
568;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);8;56.96075363546469, 24.14496660232544;Nav
2887;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);8;56.96130640958284, 24.070959091186527;Nav
1669;Augsta apmale;Segums (bedres, augstas apmales);8;56.99844288876411, 24.27636469015852;Nav
4793;Abās Stāvlaukuma iebrauktuvēs un izbrauktuvēs nav 0 līmenī apmales;Segums (bedres, augstas apmales);8;56.937026468542896, 24.08808384323493;Nav
3541;"Apmaļu augstums, ietves &scaron;aurība posmā starp Duntes ielu 15 un Laktas ielu";Segums (bedres, augstas apmales);8;56.98157205514273, 24.136646389961246;Nav
492;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);8;56.97121985444439, 24.15000915527344;Nav
1476;"Hanzas ielā krustojumā ar Kri&scaron;jāņa Valdemāra ielu ir divas dziļas notekas, kas it īpa&scaron;i jūtamas braucot ar elektrisko skūteri.";Segums (bedres, augstas apmales);8;56.960326619156476, 24.12004351615906;Nav
596;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);8;56.94759870227058, 24.143298268318176;Nav
599;"Barjeras sa&scaron;aurina jau tā &scaron;auro ietvi tā, ka nevar samainīties dro&scaron;i un ērti divi cilvēki";Šaurība, nepārredzamība;8;56.949623290442126, 24.14681732654572;Nav
548;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);8;56.95679916030938, 24.147906303405765;Nav
3116;Augsta apmale pie iebrauktuves skolas pagalmā;Segums (bedres, augstas apmales);8;56.945770041868734, 24.076194763183597;Nav
354;Augsta apmale parejas celazime nedaudz trauce, biezi agresivi autovaditaji no tilta nogriezas pretim vienvirziena kustibai.;Segums (bedres, augstas apmales);8;56.912909179359644, 24.150911639577412;Nav
584;"Pēk&scaron;ņ&scaron; ietves pārrāvums, ko tumsā var nepamanīt un smagi nokrist. ";Segums (bedres, augstas apmales);8;56.95862727975015, 24.140074253082275;Nav
4834;"Bāriņu un Mazās nometņu ielas krustojumā nepiecie&scaron;ama zīme, ka galvenais ceļ&scaron; griežas pa kreisi, tātad nogriežoties uz Mazo nometņu ielu jādod priek&scaron;roka &scaron;ķērsojo&scaron;ajiem gājējiem un velosipēdistiem.";Cits;8;56.93540203636851, 24.071592092514038;Nav
4792;"Sabruku&scaron;as amplales, bedres, nav 0 līmenī ar brauktuvi";Segums (bedres, augstas apmales);8;56.93397205542557, 24.087111982516948;Nav
3529;"Pazudu&scaron;as restes noteikai";Segums (bedres, augstas apmales);8;56.953186532620265, 24.124399423599247;Nav
4507;"ietve neturpina savu taisno ceļu, ma&scaron;īnas neredz gājējus, jāveic manevrs uz ceļa, ļoti slikts krustojums! Ma&scaron;īnas nobloķē ceļu uz ietves turpinājumu";Šaurība, nepārredzamība;8;56.9291171059991, 24.063689843751494;Nav
1003;"Asfata segums sāk sadalīties, saknes izveidoju&scaron;as nelīdzenumus. Tur varētu labi pārvietoties nevis ar velosipēdu bet traktoru vai bezceļu motociklu! Pilsētas velosipēds ir prasīgs, lai būtu līdzens un gluds segums!";Segums (bedres, augstas apmales);8;56.96215164092393, 24.200123548507694;Nav
474;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);8;56.96349987683998, 24.13170039653778;Nav
590;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);8;56.94735000972535, 24.130724072456363;Nav
3107;Izmīdīta/ izbraukta taka nobraucot no Akmens tilta;Segums (bedres, augstas apmales);8;56.94308206829462, 24.097085671965036;Nav
587;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);8;56.94794394328932, 24.12472128868103;Nav
3296;"Vispār nav trotuāra Lubānas ielas depo pusē. Pēc apļa ceļ&scaron; neturpinās ";Cits;8;56.94276513653878, 24.241536072212238;Nav
4731;"Ceļa norāde atrodas uz gājēju un velo braucamās daļas. Un &scaron;ajā posmā ir vairākas &scaron;āda veida zīmes kas atrodas manuprāt nevajadzīgos izvietojamos. Traucē kustību un reizē ir ļoti bīstamas krēslas laikā, jo nav atstarojo&scaron;u elementu uz ceļa zīmju stabiem. Bīstams posms!!!";Cits;8;57.02875049619013, 24.13855075836182;Nav
501;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);8;56.96444741475664, 24.152154922485355;Nav
3540;Apmaļu augstums;Segums (bedres, augstas apmales);8;56.989866940789625, 24.129940867424015;Nav
976;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.963336102412036, 24.119469523429874;Nav
2521;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);7;56.97852019456816, 24.18451845645905;Nav
970;"Pēk&scaron;ņ&scaron; &quot;caurums&quot; ietvē, kur tumsā var nejau&scaron;i iebraukt un satraumēties. Varētu norobežot ar skaistumpodiem. ";Segums (bedres, augstas apmales);7;56.95712676590816, 24.129779934883118;Nav
3398;Augstas apmales abās brauktuvēs (4);Segums (bedres, augstas apmales);7;56.95288814609615, 24.21858787536621;Nav
553;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);7;56.96185040150298, 24.138915538787845;Nav
974;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.9624148578418, 24.121057391166687;Nav
4559;"Avotu x Lāčplē&scaron;a krustojums, kur pēk&scaron;ņi beidzas velojosla. Nepiecie&scaron;ams veloinfrastruktūras turpinājums un savienojums ar Avotu ielu! ";Cits;7;56.950639444056755, 24.1320276260376;Nav
2036;Apmales ir pārāk augstas, kas liek riteņbraucējiem izvēlēties braukt pa brauktuvi, nevis ietvi, kas savukārt traucē autovadītājiem.;Segums (bedres, augstas apmales);7;56.93295494830411, 24.099112520925704;Nav
2518;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);7;56.974795650369664, 24.172325134277347;Nav
3553;"Sliežu un Zāģeru ielas krustojums - &scaron;aurs, strauj&scaron; pagrieziens un augstas apmales";Šaurība, nepārredzamība;7;57.00301279818255, 24.125150442123413;Nav
4672;Krustojuma segums gan uz brauktuves, gan uz gājēju ceļa posmā no Friča Brīvzemnieka ielas uz Satiksmes ielu ;Segums (bedres, augstas apmales);7;56.92834304224836, 24.09063577651978;Nav
475;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.
";Segums (bedres, augstas apmales);7;56.963415065172526, 24.131861329078678;Nav
4701;Kāpnes. Nevar turpināt kustību ;Cits;7;56.94277139376594, 24.097832368941848;Nav
556;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);7;56.96370459386262, 24.135954380035404;Nav
5776;"Braucot virzienā no Salu tilta pēk&scaron;ņi var nākties dalīt ceļu arī pretējā virzienā brauco&scaron;iem auto. ";Cits;7;56.935053455198904, 24.136525606736548;Nav
2487;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);7;56.97344782320654, 24.16800677776337;Nav
482;"Jānomaina nelīdzenais apaļbruģis vietā, kur ietve &scaron;ķērso tramvaja sliedes, lai tās dro&scaron;i un ērti var &scaron;ķērsot arī visi, kas uz riteņiem. ";Segums (bedres, augstas apmales);7;56.97238356079036, 24.14107203483582;Nav
448;"Nepiecie&scaron;ams nolīdzināt apmales gan uz ietves turpinājuma pāri iebrauktuvei, gan uz gājēju pārejas! ";Segums (bedres, augstas apmales);7;56.95503823087798, 24.153217077255253;Nav
4770;Augstas apmales, stabi ietvju vidū, trūkst gājēju pārejas apzīmējumi, autovaditāji nelaiž riteņbraucējus;Segums (bedres, augstas apmales);7;56.92735197579067, 24.062003425788138;Nav
3112;10 cm augstas apmales pie iebrauktuves pagalmā;Segums (bedres, augstas apmales);7;56.940520556828226, 24.071050286293033;Nav
3050;"Veloceļa Centrs &ndash; Mežaparks ļoti &scaron;aurs posms starp Lāču un Miera ielām, barjeras nepilda savu funkciju";Šaurība, nepārredzamība;7;56.97633195121899, 24.1434042993933;Nav
2233;uz lucavsalu vajag izveidot saliekamu vai pontonu tiltu, lai nav jabrauc lielais  likums uz Zekusalu vai centru.;Cits;7;56.91670717916261, 24.131078124046326;Nav
2349;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.948040493171646, 24.196416735649112;Nav
4501;Bilde veca, tagad viss 10cm bedrēs, izdangāts, arī apmales nav 0 līmenī;Segums (bedres, augstas apmales);7;56.92932541935837, 24.06442474806682;Nav
3115;"Cieceres un Saules alejas krustojumā nepiecie&scaron;ams nolīdzināt apmali, lai varētu uzbraukt uz &quot;Zaļā veloceliņa&quot;";Segums (bedres, augstas apmales);7;56.93059308935812, 24.07804548740387;Nav
1111;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.95745436862723, 24.109749197959903;Nav
1109;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.957246692237696, 24.10085499286652;Nav
449;"Nepiecie&scaron;ams nolīdzināt apmales Valmieras un Pērnavas ielas krustojumā, kā arī sa&scaron;aurināt brauktuvi un ierīkot dro&scaron;u brauktuves &scaron;ķērso&scaron;anas vietu gājējiem un velosipēdistiem, kas iet/brauc pa Pērnavas ielu!";Segums (bedres, augstas apmales);7;56.954450260829866, 24.153249263763428;Nav
4805;Noteku veids ir nepiemērots nedz velobraucējiem, mammām ar ratiem, senioriem ar motorizētiem raitņiem vai invalīdu ratiņiem;Segums (bedres, augstas apmales);7;56.935233656864895, 24.071304739918563;Nav
577;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);7;56.954397606343214, 24.148271083831787;Nav
4673;"&Scaron;aurs gājēju ceļ&scaron; un vēl ceļa zīme tie&scaron;i pa vidu";Šaurība, nepārredzamība;7;56.92694376860783, 24.092298745617885;Nav
50;Slikti pārredzams pagriezties no Bruņinieku ielas uz Valdemārielas veloceliņu (ja brauc pa labo ceļa pusi);Šaurība, nepārredzamība;7;56.96123914121305, 24.12297248840332;Nav
4794;Stabs ietves vidū, zālājs jau izbradāts;Šaurība, nepārredzamība;7;56.938647183294236, 24.089566895272586;Nav
3047;"Upes &ndash; Valdemāra ielu krustojums, dalītais gājēju un velosipēdu ceļ&scaron; par &scaron;auru priek&scaron; eso&scaron;ās gājēju un velo plūsmas intensitātes, izbraukāta zaļā zona";Šaurība, nepārredzamība;7;56.975867049999174, 24.135510683991015;Nav
3552;Augstas apmales;Segums (bedres, augstas apmales);7;57.00933132521158, 24.128932356834415;Nav
983;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.96268977130422, 24.103038311004642;Nav
3305;Augstas apmales;Segums (bedres, augstas apmales);7;56.94501710849619, 24.21785575630232;Nav
550;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);7;56.957752718598044, 24.145985841751102;Nav
2820;"Dzelzavas ielas galā ir elegants celiņ&scaron;, pa kuru braukt velosipēdistiem, tomēr pie trolejbusu galapunta celiņ&scaron; pārtūkst... velosipēdisti brauc pa iebrauktu taciņu zālienā... braucot ar bērnu ir neērti un nedro&scaron;i.. lūdzu, izveidojiet &scaron;ajā vietā celiņu dro&scaron;ai un ērtai brauk&scaron;anai! ";Segums (bedres, augstas apmales);7;56.95442560333037, 24.208038003416736;Nav
3292;Gara bedre pāri ceļam ;Segums (bedres, augstas apmales);7;56.958869272301385, 24.229053864777022;Nav
2483;"Veloceļiem jābūt BEZ apmalēm!
Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! 

Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);7;56.972740267515704, 24.165818095207214;Nav
992;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);7;56.95701268928539, 24.09763097763062;Nav
